dataset,method,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
BuzzFeed,metoda1-1,0.5405405405405405,0.2777777777777778,0.0925925925925926,0.1388888888888889,0.5896686159844055,0.047691546404676675,0.6881786620552082,0.05839788439113774,13.266210714975992,,
BuzzFeed,metoda1-2,0.49549549549549554,0.5417917917917917,0.6851851851851851,0.49155042488375816,0.645224171539961,-0.0213838759791626,0.692390824179807,0.0018865594351394344,13.318666299184164,,
BuzzFeed,metoda1-3,0.48648648648648657,0.48648648648648657,1.0,0.6545454545454545,0.645224171539961,0.0,0.6923197439293508,0.0,13.371666351954142,,
BuzzFeed,metoda1-4,0.5045045045045046,0.32882882882882886,0.6666666666666666,0.4404040404040404,0.6471734892787525,0.054073807043587496,0.6825061008077776,0.017094017094017134,13.423804124196371,,
BuzzFeed,metoda1-5,0.5675675675675675,0.2380952380952381,0.1851851851851852,0.20833333333333334,0.6091617933723197,0.1185276745098202,0.6915063611867405,0.1156862745098039,13.47596271832784,,
BuzzFeed,metoda10,0.5945945945945946,0.6052449965493444,0.5925925925925926,0.5931571815718156,0.6423001949317739,0.19128997885059296,0.64317085921751,0.19007156041445428,0.2653000354766845,0.6321428571428571,0.12766441120204639
BuzzFeed,metoda11,0.5585585585585585,0.5492063492063491,0.5555555555555555,0.5481331533963113,0.615009746588694,0.11844196861906786,0.6586009962296148,0.1170066862261644,2.1565515200297036,0.5821428571428572,0.16757596472032463
BuzzFeed,metoda12-catboost,0.6666666666666666,0.6738095238095237,0.6481481481481481,0.6507422402159244,0.6842105263157895,0.3411038189542402,0.6840481040681289,0.3326379602570026,0.7365240255991617,,
BuzzFeed,metoda12-rf,0.5765765765765766,0.5611111111111111,0.5740740740740741,0.5651249335459861,0.5857699805068226,0.15385305587331452,0.7415848665768441,0.1527608316244475,0.713643471399943,0.5845238095238096,0.14254106328426613
BuzzFeed,metoda13,0.6036036036036037,0.6219047619047618,0.5925925925925926,0.5970313601127555,0.5925925925925926,0.21195919366812502,0.6753097508436875,0.20784608111272085,8.346110582351685,0.4547619047619047,0.14071236969774206
BuzzFeed,metoda14,0.5495495495495496,0.5296296296296297,0.4259259259259259,0.46408529741863075,0.587719298245614,0.09079824534763624,0.6654051371949218,0.09252229120688817,7.288654327392578,0.4619047619047619,0.16777579838142773
BuzzFeed,metoda15,0.5405405405405405,0.5260869565217391,0.5740740740740741,0.546250849505399,0.5867446393762182,0.08294706869396953,0.7354487466017864,0.08267968880089564,0.8505090872446696,0.5821428571428572,0.174450922418784
BuzzFeed,metoda16,0.5405405405405405,0.5273148148148148,0.48148148148148145,0.5025747672806496,0.5789473684210527,0.0781780928943684,0.6646602965024603,0.0780014556107837,0.5850224494934082,0.5214285714285714,0.09899113636544758
BuzzFeed,metoda17,0.5225225225225225,0.5148005148005148,0.8888888888888888,0.6414918414918415,0.6179337231968811,0.06489929649543896,0.6872084594540507,0.0640465793304221,7.3662346204121905,,
BuzzFeed,metoda18,0.5135135135135135,0.49654934437543136,0.5185185185185185,0.4977277465082343,0.5633528265107213,0.030076515187835107,0.9340538828130732,0.026955613027895443,0.9738515218098956,0.6011904761904762,0.15317870689980267
BuzzFeed,metoda19,0.5495495495495496,0.5334521687462864,0.5370370370370371,0.5318903318903319,0.6140350877192983,0.09927356685088166,0.78057876271808,0.0982126474939104,0.18701219558715818,0.5154761904761904,0.10766780566476634
BuzzFeed,metoda2,0.5405405405405405,0.5260869565217391,0.5740740740740741,0.546250849505399,0.5867446393762182,0.08294706869396953,0.7354487466017864,0.08267968880089564,0.8505090872446696,0.5821428571428572,0.174450922418784
BuzzFeed,metoda20,0.5405405405405405,0.5260869565217391,0.5740740740740741,0.546250849505399,0.5867446393762182,0.08294706869396953,0.7354487466017864,0.08267968880089564,0.8505090872446696,0.5821428571428572,0.174450922418784
BuzzFeed,metoda3,0.4954954954954955,0.48481711525189786,0.5370370370370371,0.5066647046560963,0.5448343079922028,-0.0070313027251588,0.8833966579837633,-0.006716185997349667,0.9225199222564697,0.5666666666666665,0.1634263716912517
BuzzFeed,metoda4,0.4954954954954955,0.4882491186839013,0.6851851851851851,0.5539063518977435,0.5194931773879142,0.0008352786682277342,3.2492268119992667,0.0010470357396711663,3.9497745831807456,0.5517857142857143,0.17203423792809647
BuzzFeed,metoda5,0.5675675675675675,0.5476190476190476,0.5740740740740741,0.5560897435897436,0.6052631578947368,0.1368298957160367,0.9370027704831904,0.13495590375888344,0.20202390352884925,0.4857142857142856,0.0599508962559857
BuzzFeed,metoda6,0.5405405405405405,0.5260869565217391,0.5740740740740741,0.546250849505399,0.5867446393762182,0.08294706869396953,0.7354487466017864,0.08267968880089564,0.8505090872446696,0.5821428571428572,0.174450922418784
BuzzFeed,metoda7,0.5585585585585586,0.5517126148705095,0.5555555555555556,0.5509565509565509,0.5921052631578947,0.11799621242463033,0.7262294342751976,0.11717112770615527,0.9339758555094401,0.5845238095238096,0.14254106328426613
BuzzFeed,metoda8,0.5405405405405405,0.5260869565217391,0.5740740740740741,0.546250849505399,0.5867446393762182,0.08294706869396953,0.7354487466017864,0.08267968880089564,0.8505090872446696,0.5821428571428572,0.174450922418784
BuzzFeed,metoda9,0.5405405405405405,0.5236842105263158,0.5185185185185185,0.5180476529160739,0.5779727095516569,0.08047707322241751,0.6901340317588242,0.07968378175044777,9.884690125783285,0.5642857142857143,0.1575712908539846
ISOT,metoda1-1,0.7828136599851522,0.7584240895560489,0.8252884388980458,0.7888098648705458,0.8314421967289173,0.5712722674193487,0.4055930376158525,0.5682633905269356,95.74228763580322,,
ISOT,metoda1-2,0.7718634001484781,0.7391214132911633,0.7896554430578447,0.7628481185536055,0.83119015352315,0.5455833935576798,0.4347879690686407,0.5432433816460911,96.02713179588318,,
ISOT,metoda1-3,0.7848181143281366,0.7654108237918816,0.7886351149831254,0.7766492484418012,0.8317821955346183,0.5696795402863123,0.4026492168154845,0.5692040698737318,96.30906589825948,,
ISOT,metoda1-4,0.77275426874536,0.7933378144289795,0.692567302409544,0.7343054997787116,0.8303682313261463,0.5474062423477226,0.4519551387029835,0.5398219710971799,96.58307592074077,,
ISOT,metoda1-5,0.7781365998515218,0.7468411410956782,0.8226983753237579,0.7818839820174651,0.8319522032289091,0.5620018894148278,0.4117022569949169,0.5584093202686292,96.86414742469788,,
ISOT,metoda10,0.7848923533778768,0.7784156401707522,0.7602229024409386,0.7691119374074434,0.8336862584946428,0.5680935294256283,0.4316947700759081,0.5678580176190672,23.29680307706197,0.7766146993318485,0.0084471469959086
ISOT,metoda11,0.7865627319970304,0.7794802827324309,0.7629699395651833,0.7711099845175888,0.838239967319785,0.5713744672799553,0.5012406953666367,0.5712485691963537,237.5606594880422,0.7727913882702301,0.007599755842574901
ISOT,metoda12-catboost,0.7541573867854492,0.7371135520237767,0.7461737697198022,0.7416123676042322,0.8157307628674076,0.50720895658317,0.565132950495555,0.5071685669346729,51.15408476193746,,
ISOT,metoda12-rf,0.7845582776540461,0.7864069853935488,0.7431912722706224,0.7640629956870466,0.8515247287318459,0.5671023316001086,0.5294884040611739,0.5663118233123475,51.082770109176636,0.7352635486265776,0.007335113171977201
ISOT,metoda13,0.7925389755011136,0.7775685359180412,0.7923239934071109,0.7847324017697651,0.8457694077787276,0.5848700904202517,0.4326992757454098,0.5846722223418359,1758.8095688025157,0.7689680772086117,0.0086903895561416
ISOT,metoda14,0.8059020044543429,0.8030232113453121,0.7771760458362765,0.7897976473912824,0.8598847476515864,0.61003992759405,0.39307264937104985,0.6097115107604142,1350.8332293828328,0.7724944320712694,0.006674544237673133
ISOT,metoda15,0.7512249443207127,0.7424314451382671,0.7310258221489678,0.7363067338740469,0.8108426353759645,0.5013300061903952,0.48741276032045594,0.5008865498880396,215.89600610733032,0.751781737193764,0.007717576786674033
ISOT,metoda16,0.8057535263548626,0.8029157836224309,0.7768620987363629,0.7895812116569824,0.8599405656284672,0.6097361638625399,0.3931423464700476,0.609402621683349,620.0839103062947,0.8055679287305123,0.0057372204316514
ISOT,metoda17,0.7557535263548626,0.714952978524083,0.8580959108390237,0.7737854124671838,0.8276160120516418,0.5381132407984777,0.4707437655154167,0.5175595960273959,45.81003292401632,,
ISOT,metoda18,0.7788047512991835,0.7696983503040705,0.7599874421160034,0.7647699643698295,0.8297430898845372,0.5561328034776123,0.43025919457892425,0.5560458668898295,152.31974744796753,0.7802895322939868,0.009239660283716132
ISOT,metoda19,0.7874907201187824,0.7785631045314143,0.7681500667137587,0.7732781543363577,0.8639514587238913,0.5734315448599695,0.7416932517085231,0.573337670058282,32.512819369633995,0.7874164810690423,0.007268020305992734
ISOT,metoda2,0.7512249443207127,0.7424314451382671,0.7310258221489678,0.7363067338740469,0.8108426353759645,0.5013300061903952,0.48741276032045594,0.5008865498880396,215.89600610733032,0.751781737193764,0.007717576786674033
ISOT,metoda20,0.7512249443207127,0.7424314451382671,0.7310258221489678,0.7363067338740469,0.8108426353759645,0.5013300061903952,0.48741276032045594,0.5008865498880396,215.89600610733032,0.751781737193764,0.007717576786674033
ISOT,metoda3,0.7370824053452116,0.7268449584852589,0.7168982026528529,0.7214501339676486,0.7983079757040233,0.47297960937737465,0.5605201854237312,0.4725369090555038,463.4548937479655,0.736822568671121,0.008353413275769266
ISOT,metoda4,0.6065330363771343,0.599101843044845,0.7643042147398162,0.6498489628993742,0.6545973475051959,0.23017700914657213,3.2114466555412258,0.22973469641670705,323.2214885552724,0.6742761692650334,0.007999864767371499
ISOT,metoda5,0.7962138084632516,0.7927252776129112,0.7653245428145358,0.7786428559566266,0.8540086867431294,0.5905065602115522,0.8495855480972251,0.5901078203056415,31.109150886535645,0.8037490720118782,0.007201204114093167
ISOT,metoda6,0.7512249443207127,0.7424314451382671,0.7310258221489678,0.7363067338740469,0.8108426353759645,0.5013300061903952,0.48741276032045594,0.5008865498880396,215.89600610733032,0.751781737193764,0.007717576786674033
ISOT,metoda7,0.7630289532293988,0.7564460779554963,0.7435837061455145,0.7496747988190258,0.8250260811404008,0.5251299901870519,0.49644269877254504,0.5247273239735525,10.235351403554281,0.7506681514476613,0.009798103001269933
ISOT,metoda8,0.7512249443207127,0.7424314451382671,0.7310258221489678,0.7363067338740469,0.8108426353759645,0.5013300061903952,0.48741276032045594,0.5008865498880396,215.89600610733032,0.751781737193764,0.007717576786674033
ISOT,metoda9,0.7762435040831477,0.7674003202662537,0.75025508201868,0.7585290636124112,0.8314649816071805,0.5505626693994271,0.4527428682256889,0.5502367553590116,1588.6738282044728,0.7581291759465479,0.007733228728837901
WELFake,metoda1-1,0.7514497724013219,0.798810905620102,0.7397625570776256,0.7667554636549898,0.8095807331303907,0.505666603522901,0.4455325708403737,0.5032052493730977,162.38486250241598,,
WELFake,metoda1-2,0.7222464717008584,0.7503150640207302,0.8348493150684931,0.7731435105645893,0.8072918357855573,0.436839436765666,0.46705097571746523,0.40857409102767833,162.8365602493286,,
WELFake,metoda1-3,0.7298330943027582,0.738769924318006,0.8553789954337899,0.7884088334212757,0.8010014295831219,0.43925542344728474,0.4632690468712611,0.4255066085065761,163.2772902647654,,
WELFake,metoda1-4,0.7298954501049656,0.7640391094488529,0.799634703196347,0.7628129347773505,0.8062778570522577,0.4657847234180524,0.4689968596621022,0.4398570145199057,163.7301003932953,,
WELFake,metoda1-5,0.7446945604955207,0.7574055117270776,0.8223196347031964,0.7879847880828873,0.8063234372357518,0.4721006120922215,0.4554608155627556,0.46950725552779105,164.16331338882446,,
WELFake,metoda10,0.7523227536322254,0.7780291617116575,0.791634703196347,0.7843703852865679,0.8115468247928295,0.49398684028116663,0.46685958495672253,0.49334975294772193,40.137855052948,0.7391657989938364,0.0045115203451369665
WELFake,metoda11,0.7410155681652845,0.7630007783931325,0.7937534246575343,0.777909799255542,0.8091118721461187,0.468253715520689,0.5417934796683895,0.4676924666865756,441.25995715459186,0.7263619288230934,0.0053432161397813675
WELFake,metoda12-catboost,0.7234104466753966,0.7944084453014918,0.6861369863013698,0.7344612819563521,0.7935864752452223,0.45608054336060494,0.5509742242148987,0.450490099028027,95.0934952100118,,
WELFake,metoda12-rf,0.7581634137723182,0.7700203804684401,0.818337899543379,0.7934101317363784,0.8366275922754945,0.5039505006302857,0.5405802415925175,0.5023645688124194,95.01517669359843,0.701460794277688,0.0062643091162875334
WELFake,metoda13,0.7747708424268879,0.8179080486951245,0.7715799086757991,0.7937084469538195,0.8348341683578555,0.5479636135370111,0.4645314393719146,0.5466543125754513,3507.527579387029,0.7460039486565782,0.006003721546506434
WELFake,metoda14,0.7802789382885411,0.8024653164932686,0.814392694063927,0.8082516031253354,0.8468094241501776,0.5512814208690883,0.44175552690201564,0.5509856955878579,4611.814486503601,0.7303316713413431,0.005699357341351567
WELFake,metoda15,0.709671384922367,0.7704414555283187,0.6877442922374429,0.7239362632815288,0.7796206636859463,0.4265995063028855,0.5416699637560548,0.42155068432256665,446.2029946645101,0.7084865530799339,0.005702889523614166
WELFake,metoda16,0.7779509883394651,0.7951659363465847,0.8240730593607307,0.8092959974206173,0.8466610883857603,0.5443978761070373,0.4412721057657609,0.5438894762301205,2960.53449678421,0.7782627284817787,0.0029507409236775328
WELFake,metoda17,0.6945604955207748,0.7031515413152517,0.8800730593607305,0.771344899837886,0.7893037137451379,0.33371441902192606,0.6874011302770335,0.33289071022360306,70.83299414316814,,
WELFake,metoda18,0.7459001060048637,0.7836036622781141,0.7599634703196347,0.7713842756341457,0.8075388233553187,0.4860996548991405,0.4697690245740052,0.4857137415202006,286.9377104441325,0.7475006356886084,0.005698893125074533
WELFake,metoda19,0.761322774417493,0.780414183335385,0.8059178082191781,0.7929026918816385,0.8493777878192118,0.5119682489506792,0.8049709896447782,0.5113764541269717,63.76602260271708,0.7636301357613139,0.0037910378196347005
WELFake,metoda2,0.709671384922367,0.7704414555283187,0.6877442922374429,0.7239362632815288,0.7796206636859463,0.4265995063028855,0.5416699637560548,0.42155068432256665,446.2029946645101,0.7084865530799339,0.005702889523614166
WELFake,metoda20,0.709671384922367,0.7704414555283187,0.6877442922374429,0.7239362632815288,0.7796206636859463,0.4265995063028855,0.5416699637560548,0.42155068432256665,446.2029946645101,0.7084865530799339,0.005702889523614166
WELFake,metoda3,0.6960986053085573,0.7578243287754048,0.6778082191780822,0.7125951795540604,0.7630235313081347,0.39858110516085593,0.5941504716177207,0.39342242284766166,1481.0726994673414,0.694186358757508,0.0049274392256328
WELFake,metoda4,0.6235580220739539,0.6817199011214082,0.7317990867579908,0.6819746025316921,0.6422621316379166,0.21112415499318113,2.7074594206208444,0.20630018712845724,669.8105285962423,0.6490614164619632,0.00606197366594075
WELFake,metoda5,0.7766830870279146,0.7935229602841978,0.8246575342465753,0.8087091930809586,0.8436934905082024,0.5414664982451902,0.9424837820973311,0.5408872880532051,57.085479497909546,0.7869718892147035,0.003956913878582034
WELFake,metoda6,0.709671384922367,0.7704414555283187,0.6877442922374429,0.7239362632815288,0.7796206636859463,0.4265995063028855,0.5416699637560548,0.42155068432256665,446.2029946645101,0.7084865530799339,0.005702889523614166
WELFake,metoda7,0.7174658601982915,0.7560970658807346,0.7334794520547945,0.7412515608548745,0.7922380321960087,0.43581349672045183,0.5469052390421149,0.430552001253585,17.7114356358846,0.7065536838705647,0.0062997646782424
WELFake,metoda8,0.709671384922367,0.7704414555283187,0.6877442922374429,0.7239362632815288,0.7796206636859463,0.4265995063028855,0.5416699637560548,0.42155068432256665,446.2029946645101,0.7084865530799339,0.005702889523614166
WELFake,metoda9,0.7461703144810959,0.772141281411359,0.7901004566210045,0.7809230196208983,0.8111999619482496,0.47969524625898674,0.4901172996888071,0.4794513004972259,2882.5492951075234,0.719190888281842,0.004544992981295099
